B2B Sales Region,Company Name,Fiscal Period,Created Date,Close Date,Age,Stage(SFDC),Probability (%),Forecast Category,Marketing Name,Product Description,Quantity,Total Price (Local),Total Price (converted USD),Product Number,Product Line,Life Cycle Status,Last Modified Date,Deal ID,Product Group Name,Company Segmentation,Company Designation,Account Category,Account Record Type,Account Type,FY,FQ
NAM,GlobalCorp025 Industries,2025-Q1,2023-11-19,2025-08-19,384,Closed Won,1,Closed,Zone Wireless Plus,Zone Wireless Plus - Business Edition,155,16882.62,16882.62,960-100006,Line-06,Active,2025-07-09,006724992032QAN,VC Headsets Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2025,Q1
EAD,LocalBiz072 Solutions,2026-Q1,2023-01-26,2026-12-08,133,Closed Won,1,Closed,MX Keys for Business,MX Keys for Business - Business Edition,106,201685.13,201685.13,960-100004,Line-04,Active,2025-12-01,006277116778QAN,Pointing Devices Group,Enterprise,Named,Named,End Customer,Local Customer,2026,Q1
EAD,LocalBiz068 Solutions,2024-Q4,2023-01-06,2024-10-16,386,Closed Won,1,Closed,Zone Wireless Plus,Zone Wireless Plus - Business Edition,161,236113.16,236113.16,960-100006,Line-06,EOM,2025-02-06,006103211369QAN,VC Headsets Group,Enterprise,Territory,Territory,End Customer,Local Customer,2024,Q4
NAM,GlobalCorp018 Industries,2027-Q1,2023-06-22,2028-10-17,262,Pipeline,35,Upside,Zone Wireless Plus,Zone Wireless Plus - Business Edition,190,147281.32,147281.32,960-100006,Line-06,EOM,2025-06-19,006655685526QAN,VC Headsets Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2027,Q1
NAM,LocalBiz042 Solutions,2026-Q3,2023-09-13,2026-10-21,226,Pipeline,60,Commit,Zone Wireless Plus,Zone Wireless Plus - Business Edition,9,4819.23,4819.23,960-100006,Line-06,Active,2025-06-03,006461692158QAN,VC Headsets Group,SMB,Territory,Territory,End Customer,Local Customer,2026,Q3
GCN,LocalBiz091 Solutions,2026-Q1,2023-05-03,2026-01-19,139,Closed Won,1,Closed,Tap Controller,Tap Controller - Business Edition,103,98262.5,98262.5,960-100002,Line-02,Active,2025-04-05,006844832090QAN,Webcams Group,Enterprise,Territory,Territory,End Customer,Local Customer,2026,Q1
GEM,LocalBiz034 Solutions,2027-Q2,2023-07-26,2027-02-05,174,Closed Won,1,Closed,Rugged Combo 4,Rugged Combo 4 - Business Edition,99,160702.71,160702.71,960-100007,Line-07,Active,2025-06-15,006792036411QAN,Tablet Keyboards Group,Enterprise,Territory,Named,End Customer,Local Customer,2027,Q2
GEM,LocalBiz013 Solutions,2026-Q4,2023-08-26,2026-03-02,29,Closed Won,1,Closed,Rugged Combo 4,Rugged Combo 4 - Business Edition,66,135744.81,135744.81,960-100007,Line-07,Active,2025-09-16,006292674624QAN,Tablet Keyboards Group,Enterprise,,Named,End Customer,Local Customer,2026,Q4
NAM,LocalBiz038 Solutions,2024-Q4,2023-11-06,2024-07-21,44,Closed Won,1,Closed,Combo Touch,Combo Touch - Business Edition,65,80018.38,80018.38,960-100008,Line-08,Active,2025-01-27,006475452327QAN,Gaming PC Group,SMB,Territory,Territory,End Customer,Local Customer,2024,Q4
EAD,LocalBiz087 Solutions,2027-Q2,2023-03-27,2027-06-23,216,Closed Won,1,Closed,MX Keys for Business,MX Keys for Business - Business Edition,137,387105.14,387105.14,960-100004,Line-04,Phase out,2025-07-14,006172881828QAN,Pointing Devices Group,Enterprise,,Named,End Customer,Local Customer,2027,Q2
GEM,LocalBiz063 Solutions,2027-Q1,2023-05-21,2027-02-08,58,Closed Won,1,Closed,Combo Touch,Combo Touch - Business Edition,27,75605.06,75605.06,960-100008,Line-08,Active,2025-05-20,006392683068QAN,Gaming PC Group,SMB,,Territory,End Customer,Local Customer,2027,Q1
EAD,GlobalCorp020 Industries,2024-Q4,2023-01-19,2024-09-26,261,Closed Won,1,Closed,MX Master 3S,MX Master 3S - Business Edition,169,82924.21,82924.21,960-100005,Line-05,LTS,2025-12-16,006775185560QAN,VC Services Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2024,Q4
GCN,LocalBiz086 Solutions,2025-Q3,2023-05-20,2025-07-13,69,Closed Won,1,Closed,Combo Touch,Combo Touch - Business Edition,175,70415.49,70415.49,960-100008,Line-08,Active,2025-06-01,006668957127QAN,Gaming PC Group,Enterprise,Territory,Territory,End Customer,Local Customer,2025,Q3
NAM,LocalBiz021 Solutions,2025-Q2,2023-08-16,2025-10-07,303,Closed Won,1,Closed,Combo Touch,Combo Touch - Business Edition,174,479675.79,479675.79,960-100008,Line-08,Active,2025-08-18,006168377046QAN,Gaming PC Group,SMB,Territory,Territory,End Customer,Local Customer,2025,Q2
EAD,LocalBiz021 Solutions,2024-Q4,2023-02-07,2024-05-22,4,Pipeline,78,Upside,Combo Touch,Combo Touch - Business Edition,74,194423.91,194423.91,960-100008,Line-08,Active,2025-10-18,006973027100QAN,Gaming PC Group,Enterprise,,Named,End Customer,Local Customer,2024,Q4
NAM,LocalBiz088 Solutions,2024-Q3,2023-04-19,2024-05-17,181,Closed Won,1,Closed,Zone Wireless Plus,Zone Wireless Plus - Business Edition,57,63634.06,63634.06,960-100006,Line-06,Active,2025-02-23,006480582333QAN,VC Headsets Group,SMB,,Territory,End Customer,Local Customer,2024,Q3
EAD,LocalBiz004 Solutions,2026-Q3,2023-02-20,2026-06-17,196,Closed Won,1,Closed,Tap Controller,Tap Controller - Business Edition,70,167451.72,167451.72,960-100002,Line-02,Phase out,2025-08-21,006556408586QAN,Webcams Group,Enterprise,Territory,Named,End Customer,Local Customer,2026,Q3
GCN,GlobalCorp016 Industries,2026-Q4,2023-08-12,2026-01-16,291,Closed Won,1,Closed,Zone Wireless Plus,Zone Wireless Plus - Business Edition,16,42209.02,42209.02,960-100006,Line-06,Active,2025-02-11,006646957539QAN,VC Headsets Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2026,Q4
EAD,GlobalCorp017 Industries,2026-Q3,2023-06-03,2026-11-20,103,Closed Won,1,Closed,Combo Touch,Combo Touch - Business Edition,66,18218.38,18218.38,960-100008,Line-08,Active,2025-01-05,006980379077QAN,Gaming PC Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2026,Q3
GEM,LocalBiz069 Solutions,2026-Q4,2023-10-17,2027-06-07,398,Commit,45,Commit,Slim Folio Pro,Slim Folio Pro - Business Edition,31,30743.15,30743.15,960-100009,Line-09,Active,2025-06-27,006642279704QAN,Headsets Group,Enterprise,,Named,End Customer,Local Customer,2026,Q4
NAM,LocalBiz003 Solutions,2024-Q4,2023-03-21,2024-12-03,348,Upside,72,Upside,Rugged Combo 4,Rugged Combo 4 - Business Edition,148,325522.92,325522.92,960-100007,Line-07,Active,2025-07-04,006315036502QAN,Tablet Keyboards Group,SMB,Territory,Named,End Customer,Local Customer,2024,Q4
GEM,GlobalCorp012 Industries,2027-Q1,2023-04-04,2027-02-11,214,Closed Won,1,Closed,Slim Folio Pro,Slim Folio Pro - Business Edition,108,11144.04,11144.04,960-100009,Line-09,EOM,2025-07-27,006322590553QAN,Headsets Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2027,Q1
NAM,LocalBiz046 Solutions,2027-Q1,2023-03-09,2027-05-18,395,Pipeline,72,Upside,Zone Wireless Plus,Zone Wireless Plus - Business Edition,50,6551.91,6551.91,960-100006,Line-06,Active,2025-08-11,006239460902QAN,VC Headsets Group,SMB,Territory,Named,End Customer,Local Customer,2027,Q1
EAD,GlobalCorp021 Industries,2026-Q4,2023-04-14,2026-06-21,9,Pipeline,44,Pipeline,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,50,110163.72,110163.72,960-100003,Line-03,Active,2025-02-01,006640483826QAN,Tablet Keyboards Education Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2026,Q4
NAM,LocalBiz099 Solutions,2024-Q4,2023-07-17,2025-03-12,135,Commit,37,Commit,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,12,7598.24,7598.24,960-100003,Line-03,Active,2025-01-14,006572874309QAN,Tablet Keyboards Education Group,Enterprise,,Named,End Customer,Local Customer,2024,Q4
GEM,LocalBiz059 Solutions,2024-Q4,2023-11-22,2024-08-24,246,Closed Won,1,Closed,MX Master 3S,MX Master 3S - Business Edition,34,101984.88,101984.88,960-100005,Line-05,Active,2025-02-12,006502150219QAN,VC Services Group,SMB,,Named,End Customer,Local Customer,2024,Q4
GCN,LocalBiz078 Solutions,2026-Q1,2023-11-18,2026-06-10,206,Commit,33,Commit,Tap Controller,Tap Controller - Business Edition,116,330156.52,330156.52,960-100002,Line-02,LTS,2025-05-08,006532545242QAN,Webcams Group,SMB,,Territory,End Customer,Local Customer,2026,Q1
GEM,GlobalCorp005 Industries,2024-Q3,2023-08-07,2025-08-07,190,Commit,87,Pipeline,Slim Folio Pro,Slim Folio Pro - Business Edition,185,435247.57,435247.57,960-100009,Line-09,Active,2025-04-10,006231778513QAN,Headsets Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2024,Q3
GCN,LocalBiz083 Solutions,2025-Q4,2023-11-08,2025-12-15,323,Upside,16,Upside,Slim Folio Pro,Slim Folio Pro - Business Edition,148,76888.86,76888.86,960-100009,Line-09,EOM,2025-02-10,006101247752QAN,Headsets Group,Enterprise,,Territory,End Customer,Local Customer,2025,Q4
GCN,LocalBiz086 Solutions,2026-Q4,2023-11-08,2026-12-25,74,Closed Won,1,Closed,Tap Controller,Tap Controller - Business Edition,39,21966.1,21966.1,960-100002,Line-02,Active,2025-03-19,006613603326QAN,Webcams Group,SMB,Named,Territory,End Customer,Local Customer,2026,Q4
GCN,LocalBiz056 Solutions,2024-Q3,2023-02-12,2024-06-03,310,Commit,15,Upside,MX Keys for Business,MX Keys for Business - Business Edition,105,148366.69,148366.69,960-100004,Line-04,Active,2025-12-27,006529526237QAN,Pointing Devices Group,Enterprise,,Territory,End Customer,Local Customer,2024,Q3
NAM,LocalBiz044 Solutions,2024-Q3,2023-12-08,2025-07-08,237,Commit,28,Upside,MX Keys for Business,MX Keys for Business - Business Edition,188,345927.34,345927.34,960-100004,Line-04,Active,2025-04-01,006935117565QAN,Pointing Devices Group,Enterprise,Territory,Territory,End Customer,Local Customer,2024,Q3
GEM,LocalBiz003 Solutions,2026-Q2,2023-05-22,2027-09-24,84,Need Assessment,34,Upside,Zone Wireless Plus,Zone Wireless Plus - Business Edition,163,471897.21,471897.21,960-100006,Line-06,Active,2025-07-14,006622813409QAN,VC Headsets Group,Enterprise,Named,Territory,End Customer,Local Customer,2026,Q2
NAM,GlobalCorp022 Industries,2027-Q1,2023-05-27,2027-11-03,348,Pipeline,49,Commit,Rally Bar,Rally Bar - Business Edition,46,54186.7,54186.7,960-100000,Line-00,Active,2025-12-17,006695463328QAN,Video Collaboration Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2027,Q1
NAM,LocalBiz081 Solutions,2026-Q3,2023-06-24,2026-01-13,115,Closed Won,1,Closed,MX Keys for Business,MX Keys for Business - Business Edition,186,364703.99,364703.99,960-100004,Line-04,Active,2025-01-20,006569971768QAN,Pointing Devices Group,SMB,Territory,Named,End Customer,Local Customer,2026,Q3
EAD,LocalBiz017 Solutions,2026-Q3,2023-11-22,2026-11-12,164,Upside,48,Pipeline,Slim Folio Pro,Slim Folio Pro - Business Edition,153,114839.33,114839.33,960-100009,Line-09,Active,2025-07-24,006822570599QAN,Headsets Group,SMB,Territory,Named,End Customer,Local Customer,2026,Q3
GEM,LocalBiz027 Solutions,2027-Q2,2023-06-11,2027-04-06,225,Closed Won,1,Closed,Zone Wireless Plus,Zone Wireless Plus - Business Edition,196,486958.78,486958.78,960-100006,Line-06,Active,2025-11-07,006178193035QAN,VC Headsets Group,SMB,Named,Named,End Customer,Local Customer,2027,Q2
GEM,LocalBiz099 Solutions,2026-Q1,2023-07-04,2027-10-08,345,Upside,33,Pipeline,Combo Touch,Combo Touch - Business Edition,98,278104.44,278104.44,960-100008,Line-08,Active,2025-02-27,006667461518QAN,Gaming PC Group,Enterprise,,Named,End Customer,Local Customer,2026,Q1
EAD,LocalBiz075 Solutions,2025-Q2,2023-07-21,2025-09-23,109,Upside,40,Pipeline,Rugged Combo 4,Rugged Combo 4 - Business Edition,112,229433.89,229433.89,960-100007,Line-07,Phase out,2025-11-22,006531793540QAN,Tablet Keyboards Group,Enterprise,Named,Named,End Customer,Local Customer,2025,Q2
GEM,GlobalCorp028 Industries,2027-Q1,2023-07-05,2027-03-15,119,Closed Won,1,Closed,Zone Wireless Plus,Zone Wireless Plus - Business Edition,71,135190.14,135190.14,960-100006,Line-06,Active,2025-08-17,006100690778QAN,VC Headsets Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2027,Q1
EAD,LocalBiz081 Solutions,2027-Q2,2023-01-27,2027-11-16,254,Closed Won,1,Closed,Rugged Combo 4,Rugged Combo 4 - Business Edition,151,416805.99,416805.99,960-100007,Line-07,Active,2025-04-16,006356677008QAN,Tablet Keyboards Group,Enterprise,Territory,Territory,End Customer,Local Customer,2027,Q2
NAM,GlobalCorp019 Industries,2026-Q2,2023-12-12,2026-06-06,79,Closed Won,1,Closed,MX Keys for Business,MX Keys for Business - Business Edition,93,262728.35,262728.35,960-100004,Line-04,Active,2025-10-16,006682193547QAN,Pointing Devices Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2026,Q2
EAD,LocalBiz060 Solutions,2025-Q4,2023-02-16,2025-04-03,392,Need Assessment,40,Upside,MeetUp,MeetUp - Business Edition,182,64349.74,64349.74,960-100001,Line-01,Active,2025-09-12,006424412916QAN,PC Keyboards & Combos Group,Enterprise,Territory,Territory,End Customer,Local Customer,2025,Q4
GCN,LocalBiz041 Solutions,2026-Q1,2023-11-20,2026-11-16,179,Closed Won,1,Closed,MX Master 3S,MX Master 3S - Business Edition,46,99142.59,99142.59,960-100005,Line-05,Active,2025-05-18,006625600629QAN,VC Services Group,Enterprise,Named,Territory,End Customer,Local Customer,2026,Q1
GCN,LocalBiz004 Solutions,2025-Q4,2023-07-22,2026-07-26,189,Pipeline,12,Upside,Rally Bar,Rally Bar - Business Edition,62,94398.16,94398.16,960-100000,Line-00,Active,2025-02-17,006165405995QAN,Video Collaboration Group,Enterprise,,Territory,End Customer,Local Customer,2025,Q4
NAM,LocalBiz079 Solutions,2027-Q1,2023-11-06,2027-04-18,326,Closed Won,1,Closed,Rally Bar,Rally Bar - Business Edition,191,380271.88,380271.88,960-100000,Line-00,Phase out,2025-02-04,006173580900QAN,Video Collaboration Group,SMB,Named,Named,End Customer,Local Customer,2027,Q1
GEM,LocalBiz075 Solutions,2027-Q2,2023-06-16,2027-03-03,200,Closed Won,1,Closed,MeetUp,MeetUp - Business Edition,181,341474.13,341474.13,960-100001,Line-01,Active,2025-04-16,006472501162QAN,PC Keyboards & Combos Group,SMB,Territory,Named,End Customer,Local Customer,2027,Q2
EAD,LocalBiz099 Solutions,2027-Q2,2023-05-20,2027-07-14,24,Closed Won,1,Closed,Zone Wireless Plus,Zone Wireless Plus - Business Edition,129,154360.18,154360.18,960-100006,Line-06,Active,2025-07-10,006230872528QAN,VC Headsets Group,Enterprise,Named,Named,End Customer,Local Customer,2027,Q2
GCN,LocalBiz065 Solutions,2026-Q1,2023-09-13,2026-11-09,23,Closed Won,1,Closed,Tap Controller,Tap Controller - Business Edition,191,171128.8,171128.8,960-100002,Line-02,Active,2025-05-07,006987525719QAN,Webcams Group,Enterprise,Named,Territory,End Customer,Local Customer,2026,Q1
GCN,LocalBiz068 Solutions,2026-Q1,2023-11-02,2026-02-07,16,Closed Won,1,Closed,Combo Touch,Combo Touch - Business Edition,75,166859.75,166859.75,960-100008,Line-08,Active,2025-05-17,006206589099QAN,Gaming PC Group,SMB,Territory,Territory,End Customer,Local Customer,2026,Q1
GEM,GlobalCorp019 Industries,2026-Q1,2023-09-07,2026-05-02,326,Closed Won,1,Closed,Combo Touch,Combo Touch - Business Edition,198,15214.25,15214.25,960-100008,Line-08,Active,2025-11-07,006559446034QAN,Gaming PC Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2026,Q1
NAM,LocalBiz029 Solutions,2026-Q3,2023-02-10,2027-07-09,92,Need Assessment,20,Pipeline,Combo Touch,Combo Touch - Business Edition,127,258105.86,258105.86,960-100008,Line-08,Active,2025-05-20,006291569856QAN,Gaming PC Group,SMB,Named,Territory,End Customer,Local Customer,2026,Q3
EAD,LocalBiz038 Solutions,2027-Q1,2023-09-02,2027-04-05,342,Closed Won,1,Closed,Slim Folio Pro,Slim Folio Pro - Business Edition,53,95466.96,95466.96,960-100009,Line-09,Active,2025-04-06,006946164467QAN,Headsets Group,SMB,Named,Named,End Customer,Local Customer,2027,Q1
GCN,LocalBiz048 Solutions,2026-Q1,2023-01-21,2026-07-07,46,Closed Won,1,Closed,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,161,45338.26,45338.26,960-100003,Line-03,Active,2025-08-20,006642151068QAN,Tablet Keyboards Education Group,SMB,Named,Territory,End Customer,Local Customer,2026,Q1
NAM,GlobalCorp008 Industries,2026-Q2,2023-02-22,2026-03-01,46,Closed Won,1,Closed,MeetUp,MeetUp - Business Edition,79,207587.85,207587.85,960-100001,Line-01,Active,2025-01-05,006920605657QAN,PC Keyboards & Combos Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2026,Q2
GEM,GlobalCorp027 Industries,2026-Q3,2023-12-12,2026-08-03,296,Closed Won,1,Closed,Tap Controller,Tap Controller - Business Edition,63,92892.98,92892.98,960-100002,Line-02,Active,2025-09-23,006598337619QAN,Webcams Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2026,Q3
GEM,LocalBiz046 Solutions,2024-Q4,2023-10-25,2024-11-06,237,Closed Won,1,Closed,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,43,26931.28,26931.28,960-100003,Line-03,Active,2025-01-06,006230671025QAN,Tablet Keyboards Education Group,Enterprise,Named,Territory,End Customer,Local Customer,2024,Q4
NAM,LocalBiz076 Solutions,2026-Q4,2023-01-14,2026-08-16,36,Closed Won,1,Closed,MX Master 3S,MX Master 3S - Business Edition,198,293231.09,293231.09,960-100005,Line-05,Active,2025-06-11,006510843403QAN,VC Services Group,SMB,Named,Territory,End Customer,Local Customer,2026,Q4
GCN,LocalBiz085 Solutions,2027-Q1,2023-09-23,2027-01-13,253,Commit,19,Commit,MeetUp,MeetUp - Business Edition,169,327210.31,327210.31,960-100001,Line-01,Active,2025-03-11,006948031941QAN,PC Keyboards & Combos Group,Enterprise,,Named,End Customer,Local Customer,2027,Q1
NAM,LocalBiz027 Solutions,2025-Q2,2023-04-09,2026-09-18,88,Pipeline,11,Commit,MeetUp,MeetUp - Business Edition,71,45021.73,45021.73,960-100001,Line-01,Active,2025-07-06,006381659997QAN,PC Keyboards & Combos Group,Enterprise,,Territory,End Customer,Local Customer,2025,Q2
EAD,GlobalCorp005 Industries,2027-Q1,2023-07-21,2027-08-01,88,Closed Won,1,Closed,Tap Controller,Tap Controller - Business Edition,130,155320.42,155320.42,960-100002,Line-02,Active,2025-12-22,006720842387QAN,Webcams Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2027,Q1
